Name	PairID	Coreness
user6	0	1.000000
user2	0	1.000000
user5	0	0.000000
user1	0	1.000000
user15	0	0.000000
user4	0	1.000000
user3	0	0.000000
user13	0	1.000000
user16	0	0.000000
user10	0	0.000000
user7	0	1.000000
user21	0	0.000000
user20	0	0.000000
user8	0	0.000000
user17	0	0.000000
user23	0	0.000000
user25	0	1.000000
user26	0	0.000000
user28	0	0.000000
user29	0	0.000000
user31	0	0.000000
user32	0	0.000000
user34	0	0.000000
user35	0	1.000000
user36	0	0.000000
user37	0	0.000000
user44	0	0.000000
user39	0	0.000000
user45	0	0.000000
user19	0	0.000000
user46	0	0.000000
user47	0	0.000000
user51	0	0.000000
user52	0	0.000000
user53	0	0.000000
user54	0	0.000000
user41	0	1.000000
user55	0	0.000000
user57	0	1.000000
user61	0	0.000000
user65	0	0.000000
user56	0	0.000000
user66	0	0.000000
user69	0	0.000000
user70	0	0.000000
user71	0	0.000000
user72	0	0.000000
user74	0	0.000000
user75	0	0.000000
user68	0	0.000000
user64	0	1.000000
user76	0	0.000000
user77	0	0.000000
user78	0	0.000000
user60	0	0.000000
user79	0	0.000000
user80	0	0.000000
user81	0	0.000000
user62	0	0.000000
user83	0	0.000000
user104	0	1.000000
user86	0	0.000000
user87	0	0.000000
user89	0	0.000000
user94	0	0.000000
user95	0	0.000000
user96	0	0.000000
user97	0	0.000000
user99	0	0.000000
user88	0	0.000000
user101	0	0.000000
user100	0	0.000000
user103	0	0.000000
user105	0	0.000000
user106	0	0.000000
user107	0	0.000000
user108	0	0.000000
user109	0	0.000000
user110	0	0.000000
user111	0	0.000000
user112	0	0.000000
user115	0	0.000000
user114	0	0.000000
user119	0	0.000000
user122	0	0.000000
user127	0	0.000000
user129	0	0.000000
user116	0	0.000000
user131	0	0.000000
user132	0	0.000000
user133	0	0.000000
user113	0	0.000000
user125	0	0.000000
user135	0	1.000000
user134	0	0.000000
user137	0	0.000000
user138	0	0.000000
user140	0	0.000000
user141	0	0.000000
user139	0	0.000000
user142	0	0.000000
user143	0	0.000000
user144	0	0.000000
user145	0	0.000000
user146	0	0.000000
user147	0	0.000000
user148	0	0.000000
user93	0	0.000000
user149	0	1.000000
user150	0	0.000000
user152	0	0.000000
user153	0	0.000000
user154	0	0.000000
user155	0	0.000000
user156	0	0.000000
user157	0	0.000000
user158	0	0.000000
user160	0	0.000000
user161	0	0.000000
user162	0	0.000000
user163	0	0.000000
user165	0	0.000000
user166	0	0.000000
user167	0	0.000000
user168	0	0.000000
user169	0	0.000000
user170	0	0.000000
user171	0	0.000000
user172	0	0.000000
user173	0	0.000000
user174	0	0.000000
user175	0	0.000000
user176	0	0.000000
user177	0	0.000000
user178	0	0.000000
user179	0	0.000000
user180	0	0.000000
user181	0	0.000000
user159	0	0.000000
user182	0	0.000000
user183	0	0.000000
user184	0	0.000000
user185	0	0.000000
user186	0	0.000000
user187	0	0.000000
user33	0	0.000000
user188	0	0.000000
user189	0	0.000000
user190	0	0.000000
user191	0	0.000000
user192	0	0.000000
user193	0	0.000000
user194	0	0.000000
user195	0	0.000000
user196	0	0.000000
user198	0	0.000000
user199	0	0.000000
user200	0	0.000000
user201	0	0.000000
user202	0	1.000000
user203	0	0.000000
user204	0	0.000000
user205	0	0.000000
user206	0	0.000000
user207	0	0.000000
user209	0	0.000000
user210	0	0.000000
user120	0	0.000000
user211	0	0.000000
user212	0	0.000000
user213	0	0.000000
user214	0	0.000000
user215	0	0.000000
user216	0	0.000000
user217	0	0.000000
user218	0	0.000000
user219	0	0.000000
user220	0	0.000000
user223	0	0.000000
user224	0	0.000000
user225	0	0.000000
user227	0	0.000000
user228	0	0.000000
user230	0	0.000000
user231	0	0.000000
user232	0	0.000000
user233	0	0.000000
user208	0	0.000000
user234	0	0.000000
user235	0	0.000000
user222	0	0.000000
user236	0	0.000000
user237	0	0.000000
user238	0	0.000000
user239	0	0.000000
user240	0	0.000000
user241	0	0.000000
user242	0	0.000000
user244	0	0.000000
user164	0	0.000000
user245	0	0.000000
user246	0	0.000000
user247	0	0.000000
user248	0	0.000000
user250	0	0.000000
user251	0	0.000000
user249	0	0.000000
user243	0	0.000000
user252	0	0.000000
user253	0	0.000000
user255	0	0.000000
user256	0	0.000000
user257	0	0.000000
user258	0	0.000000
user259	0	0.000000
user260	0	0.000000
user261	0	0.000000
user262	0	0.000000
user263	0	0.000000
user264	0	0.000000
user265	0	0.000000
user266	0	0.000000
user267	0	0.000000
user268	0	0.000000
user229	0	0.000000
user221	0	0.000000
user269	0	0.000000
user271	0	0.000000
user272	0	0.000000
user273	0	0.000000
user274	0	0.000000
user275	0	0.000000
user276	0	0.000000
user270	0	0.000000
user277	0	0.000000
user279	0	0.000000
user278	0	0.000000
user280	0	0.000000
user281	0	0.000000
user282	0	0.000000
user283	0	0.000000
user284	0	0.000000
user285	0	0.000000
user286	0	0.000000
user287	0	0.000000
user288	0	0.000000
user290	0	0.000000
user291	0	0.000000
user292	0	0.000000
user293	0	0.000000
user294	0	0.000000
user295	0	0.000000
user296	0	0.000000
user297	0	0.000000
user298	0	0.000000
user299	0	0.000000
user301	0	0.000000
user302	0	0.000000
user303	0	0.000000
user304	0	1.000000
user254	0	0.000000
user305	0	0.000000
user306	0	0.000000
user307	0	0.000000
user308	0	0.000000
user309	0	1.000000
user310	0	0.000000
user311	0	0.000000
user312	0	0.000000
user314	0	0.000000
user313	0	0.000000
user315	0	0.000000
user316	0	0.000000
user317	0	0.000000
user318	0	0.000000
user319	0	0.000000
user320	0	0.000000
user322	0	0.000000
user323	0	0.000000
user324	0	0.000000
user325	0	0.000000
user326	0	0.000000
user321	0	0.000000
user327	0	0.000000
user328	0	0.000000
user329	0	0.000000
user334	0	0.000000
user338	0	0.000000
user345	0	0.000000
user346	0	0.000000
user289	0	0.000000
user347	0	0.000000
user349	0	0.000000
user340	0	0.000000
user336	0	0.000000
user350	0	0.000000
user352	0	0.000000
user353	0	1.000000
user354	0	0.000000
user355	0	0.000000
user356	0	0.000000
user357	0	0.000000
user359	0	0.000000
user339	0	0.000000
user360	0	0.000000
user366	0	0.000000
user367	0	0.000000
user368	0	0.000000
user358	0	0.000000
user370	0	0.000000
user371	0	0.000000
user372	0	0.000000
user363	0	0.000000
user375	0	0.000000
user377	0	0.000000
user374	0	0.000000
user378	0	0.000000
user379	0	0.000000
user380	0	0.000000
user382	0	0.000000
user383	0	0.000000
user384	0	0.000000
user385	0	0.000000
user386	0	0.000000
user348	0	0.000000
user387	0	0.000000
user388	0	0.000000
user389	0	0.000000
user390	0	0.000000
user391	0	0.000000
user392	0	0.000000
user330	0	0.000000
user351	0	0.000000
user393	0	0.000000
user342	0	0.000000
user395	0	0.000000
user396	0	0.000000
user397	0	0.000000
user399	0	0.000000
user400	0	0.000000
user401	0	0.000000
user402	0	0.000000
user403	0	0.000000
user404	0	0.000000
user405	0	0.000000
user406	0	0.000000
user407	0	0.000000
user408	0	0.000000
user409	0	0.000000
user410	0	0.000000
user411	0	0.000000
user412	0	0.000000
user414	0	0.000000
user415	0	0.000000
user418	0	0.000000
user300	0	0.000000
user421	0	0.000000
user423	0	0.000000
user333	0	0.000000
user341	0	0.000000
user427	0	0.000000
user428	0	0.000000
user429	0	0.000000
user332	0	0.000000
user394	0	0.000000
user430	0	0.000000
user432	0	0.000000
user433	0	0.000000
user434	0	0.000000
user435	0	0.000000
user436	0	0.000000
user437	0	0.000000
user438	0	0.000000
user439	0	0.000000
user441	0	0.000000
user442	0	0.000000
user443	0	0.000000
user440	0	0.000000
user444	0	0.000000
user445	0	0.000000
user446	0	0.000000
user365	0	0.000000
user448	0	0.000000
user449	0	0.000000
user431	0	0.000000
user450	0	0.000000
user451	0	0.000000
user452	0	0.000000
user453	0	0.000000
user454	0	0.000000
user455	0	0.000000
user456	0	0.000000
user457	0	0.000000
user416	0	0.000000
user458	0	0.000000
user459	0	0.000000
user460	0	0.000000
user464	0	0.000000
user465	0	0.000000
user466	0	0.000000
user467	0	0.000000
user468	0	1.000000
user463	0	0.000000
user469	0	0.000000
user462	0	0.000000
user470	0	0.000000
user471	0	0.000000
user472	0	0.000000
user473	0	0.000000
user369	0	0.000000
user425	0	1.000000
user417	0	0.000000
user475	0	0.000000
user476	0	0.000000
user197	0	0.000000
user477	0	0.000000
user478	0	0.000000
user424	0	0.000000
user479	0	0.000000
user376	0	0.000000
user373	0	0.000000
user420	0	0.000000
user480	0	0.000000
user398	0	0.000000
user481	0	1.000000
user482	0	0.000000
user483	0	0.000000
user484	0	0.000000
user485	0	0.000000
user486	0	0.000000
user487	0	0.000000
user488	0	0.000000
user489	0	0.000000
user490	0	0.000000
user492	0	1.000000
user493	0	0.000000
user494	0	0.000000
user447	0	0.000000
user495	0	0.000000
user496	0	0.000000
user497	0	0.000000
user499	0	0.000000
user500	0	0.000000
user501	0	0.000000
user502	0	0.000000
user491	0	0.000000
user503	0	0.000000
user504	0	0.000000
user505	0	0.000000
user506	0	0.000000
user498	0	0.000000
user507	0	0.000000
user331	0	0.000000
user508	0	0.000000
user509	0	0.000000
user510	0	0.000000
user511	0	0.000000
user512	0	0.000000
user513	0	0.000000
user514	0	0.000000
user515	0	0.000000
user516	0	0.000000
user517	0	0.000000
user422	0	0.000000
user518	0	0.000000
user337	0	0.000000
user519	0	0.000000
user520	0	0.000000
user381	0	0.000000
user521	0	0.000000
user362	0	0.000000
user522	0	1.000000
user523	0	0.000000
user524	0	0.000000
user364	0	0.000000
user413	0	0.000000
user525	0	0.000000
user361	0	1.000000
user526	0	0.000000
user527	0	0.000000
user529	0	0.000000
user530	0	0.000000
user531	0	0.000000
user532	0	0.000000
user533	0	0.000000
user534	0	0.000000
user535	0	0.000000
user536	0	0.000000
user537	0	1.000000
user538	0	0.000000
user539	0	0.000000
user540	0	1.000000
user541	0	0.000000
user419	0	0.000000
user542	0	0.000000
user335	0	0.000000
user543	0	0.000000
user544	0	0.000000
user545	0	1.000000
user546	0	1.000000
user547	0	0.000000
user548	0	0.000000
user549	0	0.000000
user426	0	0.000000
user550	0	1.000000
user552	0	0.000000
user553	0	0.000000
user554	0	0.000000
user555	0	0.000000
user556	0	0.000000
user557	0	0.000000
user558	0	0.000000
user559	0	0.000000
user560	0	0.000000
user561	0	0.000000
user562	0	0.000000
user563	0	0.000000
user564	0	0.000000
user565	0	0.000000
user566	0	0.000000
user551	0	0.000000
user567	0	0.000000
user569	0	0.000000
user570	0	0.000000
user571	0	0.000000
user572	0	0.000000
user573	0	0.000000
user575	0	0.000000
user474	0	0.000000
user577	0	0.000000
user578	0	0.000000
user528	0	0.000000
user580	0	0.000000
user581	0	0.000000
user582	0	0.000000
user583	0	0.000000
user584	0	0.000000
user585	0	0.000000
user586	0	0.000000
user587	0	0.000000
user589	0	0.000000
user590	0	0.000000
user592	0	1.000000
user579	0	0.000000
user343	0	0.000000
user594	0	0.000000
user595	0	0.000000
user596	0	0.000000
user597	0	0.000000
user588	0	0.000000
user598	0	0.000000
user599	0	0.000000
user600	0	0.000000
user601	0	0.000000
user602	0	0.000000
user603	0	0.000000
user604	0	0.000000
user591	0	0.000000
user605	0	0.000000
user606	0	0.000000
user607	0	0.000000
user608	0	0.000000
user609	0	0.000000
user610	0	0.000000
user611	0	0.000000
user612	0	0.000000
user613	0	0.000000
user614	0	0.000000
user615	0	0.000000
user617	0	0.000000
user618	0	0.000000
user619	0	0.000000
user620	0	0.000000
user621	0	0.000000
user622	0	0.000000
user623	0	0.000000
user616	0	0.000000
user593	0	0.000000
user624	0	0.000000
user625	0	0.000000
user626	0	0.000000
user628	0	0.000000
user629	0	0.000000
user630	0	0.000000
user631	0	0.000000
user627	0	0.000000
user632	0	0.000000
user633	0	0.000000
user634	0	0.000000
user635	0	0.000000
user636	0	0.000000
user637	0	0.000000
user638	0	0.000000
user639	0	0.000000
user344	0	0.000000
user642	0	0.000000
user643	0	0.000000
user644	0	0.000000
user647	0	0.000000
user648	0	0.000000
user649	0	0.000000
user650	0	0.000000
user651	0	0.000000
user652	0	0.000000
user653	0	0.000000
user654	0	0.000000
user655	0	0.000000
user656	0	0.000000
user658	0	0.000000
user660	0	0.000000
user661	0	0.000000
user662	0	0.000000
user663	0	0.000000
user664	0	0.000000
user574	0	0.000000
user659	0	0.000000
user665	0	0.000000
user666	0	0.000000
user667	0	0.000000
user668	0	0.000000
user670	0	0.000000
user671	0	0.000000
user672	0	0.000000
user674	0	0.000000
user675	0	0.000000
user676	0	0.000000
user677	0	0.000000
