Name	PairID	Coreness
user6	0	1.000000
user2	0	1.000000
user5	0	0.000000
user1	0	1.000000
user15	0	1.000000
user4	0	1.000000
user3	0	1.000000
user10	0	1.000000
user7	0	1.000000
user21	0	1.000000
user20	0	1.000000
user8	0	0.000000
user17	0	0.000000
user23	0	1.000000
user28	0	1.000000
user29	0	1.000000
user31	0	0.000000
user32	0	0.000000
user34	0	0.000000
user37	0	1.000000
user44	0	0.000000
user39	0	1.000000
user45	0	1.000000
user19	0	0.000000
user47	0	0.000000
user52	0	0.000000
user53	0	0.000000
user54	0	0.000000
user55	0	0.000000
user61	0	0.000000
user56	0	0.000000
user66	0	0.000000
user69	0	0.000000
user71	0	0.000000
user72	0	0.000000
user74	0	0.000000
user75	0	0.000000
user68	0	0.000000
user64	0	1.000000
user76	0	0.000000
user77	0	1.000000
user78	0	0.000000
user60	0	1.000000
user80	0	0.000000
user81	0	1.000000
user62	0	1.000000
user104	0	1.000000
user87	0	0.000000
user94	0	0.000000
user99	0	1.000000
user88	0	0.000000
user101	0	1.000000
user100	0	0.000000
user103	0	0.000000
user107	0	0.000000
user108	0	0.000000
user109	0	1.000000
user110	0	1.000000
user111	0	1.000000
user112	0	1.000000
user114	0	1.000000
user119	0	0.000000
user122	0	1.000000
user127	0	1.000000
user129	0	1.000000
user116	0	0.000000
user131	0	0.000000
user132	0	1.000000
user133	0	0.000000
user113	0	1.000000
user125	0	1.000000
user134	0	0.000000
user138	0	0.000000
user141	0	1.000000
user139	0	0.000000
user142	0	0.000000
user143	0	1.000000
user144	0	1.000000
user145	0	0.000000
user147	0	0.000000
user93	0	1.000000
user149	0	1.000000
user150	0	0.000000
user152	0	1.000000
user153	0	0.000000
user154	0	0.000000
user155	0	0.000000
user156	0	1.000000
user158	0	1.000000
user160	0	0.000000
user161	0	0.000000
user163	0	0.000000
user165	0	1.000000
user166	0	0.000000
user167	0	0.000000
user169	0	0.000000
user170	0	1.000000
user171	0	0.000000
user172	0	0.000000
user173	0	0.000000
user175	0	0.000000
user176	0	1.000000
user177	0	1.000000
user179	0	1.000000
user180	0	1.000000
user181	0	1.000000
user159	0	1.000000
user183	0	0.000000
user185	0	0.000000
user186	0	1.000000
user189	0	0.000000
user190	0	0.000000
user191	0	0.000000
user193	0	0.000000
user194	0	0.000000
user195	0	0.000000
user196	0	0.000000
user198	0	1.000000
user199	0	1.000000
user200	0	0.000000
user201	0	1.000000
user202	0	1.000000
user203	0	1.000000
user204	0	1.000000
user205	0	0.000000
user206	0	1.000000
user207	0	1.000000
user209	0	1.000000
user210	0	0.000000
user120	0	0.000000
user211	0	1.000000
user212	0	0.000000
user213	0	0.000000
user214	0	1.000000
user216	0	0.000000
user217	0	0.000000
user219	0	0.000000
user220	0	0.000000
user223	0	1.000000
user224	0	1.000000
user225	0	0.000000
user227	0	1.000000
user228	0	1.000000
user231	0	0.000000
user232	0	0.000000
user233	0	0.000000
user208	0	0.000000
user234	0	0.000000
user235	0	1.000000
user222	0	0.000000
user236	0	1.000000
user237	0	0.000000
user238	0	0.000000
user239	0	1.000000
user240	0	0.000000
user241	0	1.000000
user244	0	0.000000
user245	0	1.000000
user247	0	0.000000
user250	0	0.000000
user251	0	0.000000
user243	0	1.000000
user252	0	0.000000
user256	0	1.000000
user258	0	0.000000
user259	0	1.000000
user260	0	0.000000
user261	0	1.000000
user262	0	0.000000
user265	0	0.000000
user266	0	1.000000
user268	0	1.000000
user221	0	1.000000
user269	0	0.000000
user271	0	0.000000
user272	0	0.000000
user273	0	1.000000
user274	0	1.000000
user276	0	1.000000
user270	0	1.000000
user278	0	0.000000
user282	0	0.000000
user283	0	1.000000
user284	0	0.000000
user285	0	0.000000
user286	0	1.000000
user287	0	0.000000
user288	0	0.000000
user291	0	0.000000
user292	0	0.000000
user293	0	0.000000
user294	0	0.000000
user295	0	1.000000
user296	0	1.000000
user298	0	1.000000
user299	0	0.000000
user301	0	0.000000
user302	0	0.000000
user254	0	1.000000
user305	0	1.000000
user306	0	1.000000
user307	0	1.000000
user308	0	0.000000
user310	0	1.000000
user311	0	0.000000
user312	0	0.000000
user313	0	0.000000
user315	0	0.000000
user316	0	0.000000
user317	0	0.000000
user318	0	1.000000
user320	0	1.000000
user322	0	1.000000
user324	0	0.000000
user325	0	1.000000
user326	0	0.000000
user321	0	0.000000
user327	0	0.000000
user329	0	0.000000
user345	0	1.000000
user346	0	1.000000
user289	0	0.000000
user347	0	0.000000
user340	0	0.000000
user350	0	1.000000
user352	0	0.000000
user353	0	1.000000
user354	0	0.000000
user356	0	0.000000
user357	0	1.000000
user339	0	0.000000
user366	0	1.000000
user368	0	0.000000
user358	0	0.000000
user370	0	1.000000
user375	0	1.000000
user377	0	1.000000
user374	0	1.000000
user378	0	0.000000
user379	0	0.000000
user380	0	0.000000
user383	0	1.000000
user384	0	1.000000
user386	0	0.000000
user348	0	1.000000
user387	0	1.000000
user389	0	1.000000
user390	0	1.000000
user391	0	0.000000
user392	0	1.000000
user330	0	1.000000
user351	0	0.000000
user393	0	1.000000
user396	0	0.000000
user397	0	1.000000
user399	0	1.000000
user401	0	1.000000
user402	0	0.000000
user403	0	1.000000
user404	0	1.000000
user405	0	1.000000
user407	0	0.000000
user408	0	1.000000
user409	0	1.000000
user410	0	0.000000
user411	0	0.000000
user412	0	1.000000
user418	0	1.000000
user300	0	0.000000
user421	0	1.000000
user423	0	0.000000
user427	0	1.000000
user428	0	0.000000
user429	0	0.000000
user394	0	0.000000
user430	0	1.000000
user432	0	1.000000
user433	0	0.000000
user435	0	0.000000
user436	0	1.000000
user437	0	1.000000
user439	0	1.000000
user441	0	0.000000
user442	0	0.000000
user443	0	1.000000
user445	0	0.000000
user446	0	1.000000
user449	0	1.000000
user451	0	0.000000
user452	0	1.000000
user454	0	0.000000
user455	0	0.000000
user456	0	0.000000
user416	0	1.000000
user459	0	1.000000
user460	0	0.000000
user466	0	1.000000
user467	0	1.000000
user468	0	1.000000
user463	0	0.000000
user469	0	0.000000
user462	0	1.000000
user470	0	0.000000
user471	0	0.000000
user472	0	0.000000
user473	0	0.000000
user475	0	0.000000
user476	0	1.000000
user477	0	1.000000
user424	0	0.000000
user479	0	0.000000
user480	0	1.000000
user398	0	0.000000
user482	0	0.000000
user483	0	0.000000
user484	0	1.000000
user487	0	0.000000
user488	0	0.000000
user489	0	0.000000
user490	0	0.000000
user494	0	1.000000
user447	0	0.000000
user495	0	0.000000
user496	0	1.000000
user497	0	0.000000
user499	0	0.000000
user501	0	1.000000
user502	0	0.000000
user491	0	1.000000
user503	0	0.000000
user505	0	0.000000
user507	0	1.000000
user508	0	1.000000
user511	0	0.000000
user514	0	1.000000
user516	0	1.000000
user517	0	0.000000
user518	0	0.000000
user520	0	1.000000
user521	0	1.000000
user522	0	1.000000
user523	0	1.000000
user526	0	1.000000
user527	0	0.000000
user529	0	1.000000
user530	0	1.000000
user531	0	0.000000
user532	0	1.000000
user533	0	1.000000
user534	0	0.000000
user535	0	1.000000
user536	0	1.000000
user537	0	1.000000
user538	0	0.000000
user541	0	0.000000
user419	0	0.000000
user542	0	0.000000
user543	0	0.000000
user544	0	0.000000
user547	0	1.000000
user548	0	1.000000
user550	0	1.000000
user553	0	0.000000
user554	0	1.000000
user557	0	1.000000
user558	0	1.000000
user561	0	0.000000
user562	0	1.000000
user565	0	0.000000
user566	0	1.000000
user551	0	0.000000
user567	0	0.000000
user569	0	0.000000
user575	0	0.000000
user474	0	0.000000
user577	0	0.000000
user578	0	1.000000
user580	0	0.000000
user581	0	0.000000
user582	0	0.000000
user583	0	1.000000
user584	0	0.000000
user585	0	1.000000
user586	0	0.000000
user589	0	0.000000
user592	0	1.000000
user579	0	1.000000
user594	0	0.000000
user595	0	0.000000
user596	0	0.000000
user600	0	0.000000
user601	0	0.000000
user602	0	0.000000
user603	0	0.000000
user605	0	0.000000
user606	0	0.000000
user607	0	0.000000
user608	0	1.000000
user610	0	1.000000
user611	0	0.000000
user613	0	0.000000
user617	0	0.000000
user618	0	0.000000
user622	0	0.000000
user623	0	1.000000
user616	0	0.000000
user593	0	0.000000
user628	0	1.000000
user629	0	1.000000
user630	0	1.000000
user631	0	0.000000
user632	0	1.000000
user633	0	1.000000
user634	0	0.000000
user638	0	0.000000
user639	0	0.000000
user643	0	0.000000
user644	0	1.000000
user647	0	1.000000
user648	0	0.000000
user649	0	1.000000
user650	0	0.000000
user651	0	1.000000
user652	0	1.000000
user653	0	0.000000
user654	0	1.000000
user655	0	0.000000
user656	0	0.000000
user658	0	1.000000
user661	0	0.000000
user662	0	1.000000
user664	0	1.000000
user666	0	0.000000
user667	0	1.000000
user668	0	0.000000
user672	0	1.000000
user674	0	0.000000
user675	0	0.000000
user676	0	1.000000
user680	0	0.000000
user681	0	1.000000
user682	0	0.000000
user684	0	0.000000
user686	0	1.000000
user687	0	1.000000
user688	0	0.000000
user691	0	0.000000
user692	0	0.000000
user693	0	1.000000
user697	0	0.000000
user701	0	1.000000
user702	0	0.000000
user703	0	0.000000
user708	0	1.000000
user704	0	0.000000
user711	0	1.000000
user712	0	0.000000
user714	0	1.000000
user718	0	1.000000
user720	0	0.000000
user721	0	0.000000
user724	0	0.000000
user725	0	1.000000
user726	0	0.000000
user731	0	1.000000
user733	0	1.000000
user735	0	1.000000
user736	0	0.000000
user737	0	1.000000
user738	0	0.000000
user742	0	1.000000
user743	0	0.000000
user744	0	0.000000
user745	0	0.000000
user746	0	0.000000
user750	0	0.000000
user751	0	0.000000
user576	0	0.000000
user753	0	0.000000
user755	0	1.000000
user756	0	0.000000
user757	0	1.000000
user758	0	0.000000
user759	0	0.000000
user763	0	1.000000
user766	0	0.000000
user767	0	0.000000
user768	0	1.000000
user769	0	0.000000
user770	0	1.000000
user773	0	0.000000
user779	0	0.000000
user780	0	1.000000
user781	0	1.000000
user782	0	1.000000
user783	0	0.000000
user784	0	0.000000
user785	0	0.000000
user786	0	1.000000
user787	0	0.000000
user788	0	1.000000
user789	0	0.000000
user790	0	1.000000
user791	0	0.000000
user792	0	0.000000
user793	0	1.000000
user794	0	1.000000
user795	0	0.000000
user796	0	0.000000
user797	0	0.000000
user798	0	1.000000
user799	0	0.000000
user800	0	0.000000
user802	0	1.000000
user803	0	1.000000
user805	0	1.000000
user806	0	1.000000
user762	0	1.000000
user810	0	0.000000
user811	0	1.000000
user812	0	0.000000
user813	0	0.000000
user814	0	0.000000
user818	0	0.000000
user820	0	1.000000
user821	0	0.000000
user9	0	0.000000
user824	0	0.000000
user826	0	1.000000
user827	0	1.000000
user830	0	1.000000
user831	0	1.000000
user833	0	1.000000
user838	0	0.000000
user840	0	1.000000
user832	0	1.000000
user842	0	0.000000
user843	0	0.000000
user846	0	1.000000
user847	0	1.000000
user848	0	0.000000
user849	0	0.000000
user851	0	0.000000
user852	0	0.000000
user853	0	1.000000
user854	0	1.000000
user855	0	0.000000
user860	0	0.000000
user861	0	0.000000
user862	0	0.000000
user863	0	0.000000
user864	0	1.000000
user771	0	0.000000
user865	0	0.000000
user866	0	0.000000
user867	0	0.000000
user868	0	0.000000
user872	0	0.000000
user874	0	1.000000
user875	0	0.000000
user876	0	1.000000
user877	0	1.000000
user878	0	0.000000
user879	0	1.000000
user880	0	1.000000
user886	0	0.000000
user888	0	0.000000
user890	0	0.000000
user891	0	0.000000
user892	0	0.000000
user894	0	1.000000
user897	0	1.000000
user898	0	0.000000
user901	0	0.000000
user902	0	0.000000
user903	0	1.000000
user904	0	1.000000
user906	0	1.000000
user907	0	0.000000
user908	0	1.000000
user910	0	0.000000
user911	0	0.000000
user913	0	0.000000
user909	0	0.000000
user914	0	1.000000
user915	0	0.000000
user916	0	0.000000
user917	0	1.000000
user918	0	0.000000
user919	0	0.000000
user920	0	0.000000
user921	0	1.000000
user922	0	1.000000
user924	0	0.000000
user925	0	1.000000
user926	0	0.000000
user927	0	0.000000
user928	0	0.000000
user931	0	1.000000
user933	0	1.000000
user934	0	0.000000
user936	0	0.000000
user885	0	0.000000
user938	0	0.000000
user923	0	1.000000
user942	0	1.000000
user946	0	1.000000
user941	0	1.000000
user949	0	1.000000
user951	0	0.000000
user952	0	0.000000
user954	0	0.000000
user932	0	1.000000
user956	0	0.000000
user957	0	1.000000
user959	0	0.000000
user960	0	0.000000
user964	0	0.000000
user967	0	0.000000
user935	0	0.000000
user965	0	0.000000
user825	0	0.000000
user971	0	0.000000
user972	0	0.000000
user974	0	0.000000
user975	0	1.000000
user977	0	0.000000
